,target_sentence,postcontext,substitutions
27,"Ralston Purina Co. reported a 47% decline in fourth-quarter earnings, reflecting restructuring costs as well as a more difficult pet food market.","The St. Louis company earned $45.2 million, or 65 cents a share, compared with $84.9 million, or $1.24 a share, a year earlier.","{'reported': ['announce 4', 'communicate 1', 'declare 1', 'post 2', 'record 2', 'show 1', 'state 1'], 'decline': ['decrease 3', 'dip 1', 'downturn 1', 'drop 1', 'fall 1', 'fall off 1', 'loss 1', 'plunge 1', 'slump 1'], 'fourth-quarter': ['end 1', 'end quarter 1', 'final 1', 'final quarter 1', 'last quarter 1', 'last term 1'], 'earnings': ['gain 2', 'income 3', 'profit 3', 'revenue 3'], 'reflecting': ['display 1', 'harken 1', 'indicate 1', 'mirror 1', 'represent 1', 'show 3', 'suggest 1'], 'restructuring': ['makeover 1', 'realign 1', 'rebuild 1', 'reconfiguration 1', 'regroup 1', 'remodel 1', 'renovation 1', 'reorganization 3'], 'costs': ['amount 1', 'expenditure 2', 'expense 2', 'fee 1', 'outlay 1', 'overhead 1', 'price 2'], 'as': ['along with 1', 'even 1'], 'well': ['along with 1', 'much 2'], 'more': ['additionally 1', 'extra 1', 'further 1', 'highly 1', 'increasingly 3', 'mostly 1', 'rather 1'], 'difficult': ['challenging 1', 'competitive 1', 'complicated 1', 'demanding 1', 'hard 1', 'problematic 2', 'rough 1', 'stress 1', 'tough 2', 'tricky 1'], 'pet': ['animal 4', 'domestic animal 1', 'domesticate creature 1', 'petkeeping 1'], 'food': ['aliment 1', 'comestible 1', 'edibles 1', 'foodstuff 1', 'nourishment 1', 'nutriet 1', 'nutrition 1'], 'market': ['business 1', 'economy 1', 'industry 4', 'marketplace 1', 'sector 2', 'selling arena 1']}"
28,"Ratners Group PLC, a fast-growing, acquisition-minded London-based jeweler, raised its price for Seattle-based specialty jeweler Weisfield's Inc. to $57.50 a share, or $62.1 million, from $50 a share, or $55 million, after another concern said it would be prepared to outbid Ratners's initial offer.",The other concern wasn't identified.,"{'fast': ['quick 2', 'rapid 1', 'rapidly 2', 'speedy 2', 'swift 1'], 'growing': ['developing 1', 'expand 4', 'growth 2', 'increasing 1', 'moving 1', 'spread 1'], 'acquisition': ['assimilation 1', 'gain 2', 'merger 1', 'overtake 1', 'procurement 1', 'purchasing 1', 'take over 2', 'takeover 1'], 'minded': ['aim 1', 'aware 1', 'drive 1', 'focus 2', 'gear 1', 'interest 1', 'interested 1', 'think 1', 'want 1'], 'London': ['Britain 1', 'England 1', 'English 1', 'Europe 2'], 'based': ['headquarter 3', 'located 4', 'position 1', 'situated 1'], 'jeweler': ['craftsman 1', 'jewelry company 1', 'jewelry seller 1', 'retailer 2', 'seller 1'], 'raised': ['bring up 1', 'increase 5', 'up 1'], 'price': ['cost 2', 'fee 1', 'offer 2', 'sale 1', 'value 1'], 'Seattle': ['Washington 3'], 'specialty': ['custom 3', 'specialize 1', 'unique 2'], 'share': ['stock 5'], 'concern': ['bidder 1', 'company 3', 'fear 1', 'firm 2', 'investor 1', 'organization 1', 'worry 2'], 'said': ['acknowledge 1', 'announce 2', 'cite 1', 'mention 1', 'state 4', 'tell 1'], 'prepared': ['make 1', 'position 1', 'ready 4', 'set 1', 'willing 1'], 'outbid': ['beat 2', 'bid high than 1', 'buy 1', 'exceed 1', 'outdo 1', 'overrule 1', 'raise 2'], 'initial': ['begin 3', 'first 6', 'only 1', 'previous 1'], 'offer': ['bid 3', 'buy 1', 'deal 1', 'endeavor 1', 'number 1', 'proposal 2', 'proposition 1', 'sale 1', 'tender 1']}"
29,"Reed International PLC said that net income for the six months ended Oct. 1 slipped 5% to #89.7 million ($141.9 million), or 16 pence a share, from #94.8 million ($149.9 million), or 17.3 pence a share.","The British paper, packaging and publishing concern, said profit from continuing lines fell 10% to #118 million from #130.6 million.","{'said': ['cite 1', 'declare 1', 'note 2', 'state 4'], 'net': ['clear 1', 'gross 1', 'profit 2', 'remain 1', 'take home 1', 'total 1'], 'income': ['earning 3', 'gross 1', 'profit 3'], 'months': ['moon 1', 'period 2'], 'ended': ['cease 2', 'close 1', 'finish 2', 'stop 2', 'terminate 1'], 'slipped': ['decrease 1', 'drop 5', 'fall 2', 'move 1', 'slide 2'], 'pence': ['cent 2', 'coin 1', 'dollar 1', 'penny 1', 'piece 1', 'unit 1'], 'share': ['piece 1', 'stock 4', 'trade 1']}"
30,"Reuters Holdings PLC said Michael Reupke resigned as general manager to pursue unspecified interests, a move the news organization termed an ""amicable separation.""","Mr. Reupke, 52 years old and a 27-year Reuters veteran, had been the information-services company's general manager for only six months.","{'said': ['announce 3', 'declare 2', 'express 1', 'note 1', 'report 2', 'reveal 2', 'state 4'], 'resigned': ['abdicate 1', 'cede 1', 'forfeit 1', 'leave 3', 'leave his post 1', 'quit 5', 'retire 1', 'surrender 1', 'vacate 1', 'withdraw 2'], 'general': ['chief 1', 'head 2', 'lead 2', 'main 1', 'regular 1'], 'manager': ['administrator 1', 'director 2', 'head 1', 'leader 1', 'officer 1', 'overseer 1', 'supervisor 2'], 'pursue': ['attempt 1', 'chase 2', 'engage in 1', 'follow 2', 'go after 1', 'hunt 1', 'seek 1', 'work on 1'], 'unspecified': ['nameless 1', 'new 1', 'non elaborate 1', 'undescribed 2', 'undetailed 1', 'undetermined 1', 'undisclosed 1', 'unidentified 2', 'unknown 1', 'unnamed 2', 'unrevealed 1'], 'interests': ['activity 1', 'association 1', 'desire 1', 'goal 1', 'intent 1', 'passion 1', 'project 1', 'pursuit 1'], 'move': ['act 1', 'action 2', 'change 3', 'decision 1', 'departure 1', 'development 1', 'maneuver 1', 'measure 1', 'step 2', 'switch 1', 'transfer 1'], 'news': ['communication 1', 'information 1', 'journalism 1', 'medium 3', 'news coverage 1', 'reporting 2'], 'organization': ['agency 1', 'business 1', 'company 4', 'corporation 1', 'group 2', 'syndicate 1'], 'termed': ['call 5', 'coin 2', 'declare 1', 'designate 1', 'dub 1', 'label 2', 'name 3', 'refer 1', 'tag 1'], 'amicable': ['accommodating 1', 'affable 1', 'agreeable 3', 'amiable 3', 'friendly 3', 'nice 1', 'non hostile 1', 'obliging 1', 'peaceful 1', 'smooth 1'], 'separation': ['breakup 1', 'departure 1', 'dissolution 1', 'division 2', 'divorce 1', 'parting 2', 'split 3', 'splitting 1']}"
31,"Savin Corp. reported a third-quarter net loss of $35.2 million, or 31 cents a share, compared with year-earlier profit of $3.8 million, or one cent a share.","A spokesman for the Stamford, Conn.based company said operations had a loss of $5.5 million for the quarter; in addition, the loss was magnified by nonrecurring charges totaling $23.5 million and $8.2 million in asset-valuation adjustments that he described as ""unusual.""","{'reported': ['announce 3', 'communicate 1', 'declare 2', 'have 1', 'list 1', 'post 2', 'publish 1'], 'third': ['tertiary 1', 'tri 1'], 'quarter': ['3 month period 1', 'period 1', 'section 1', 'semester 2', 'term 1'], 'net': ['after expense pay 1', 'clear 1', 'post cost 1', 'take home 1', 'total 2'], 'loss': ['decrease 3', 'deficit 3'], 'cents': ['pence 2', 'penny 2'], 'share': ['company share 1', 'portion 1', 'stake 1', 'stock 4', 'trading unit 1'], 'compared': ['against 1', 'contrast 4', 'mirror 1', 'oppose to 1'], 'year': ['annual 1', 'period 1', 'season 1', 'term 1'], 'earlier': ['before 5', 'over year 1', 'previous 2', 'prior 2'], 'profit': ['earning 3', 'gain 3', 'income 1', 'net income 1', 'revenue 2', 'yield 1'], 'cent': ['penny 5']}"
32,"Sony Corp. completed its tender offer for Columbia Pictures Entertainment Inc., with Columbia shareholders tendering 99.3% of all common shares outstanding by the Tuesday deadline.","Sony Columbia Acquisition Corp., formed for the Columbia deal, will formally take ownership of the movie studio later this month, a spokesman said.","{'completed': ['conclude 1', 'end 2', 'finalize 1', 'finish 2', 'finish up 1', 'tender 1'], 'tender': ['deal 1', 'friendly 1', 'monetary 2', 'payment 1', 'proposal 1'], 'offer': ['bid 4', 'buy 1', 'deal 1', 'proposal 1'], 'shareholders': ['holder 1', 'owner 2', 'people 1', 'stockholder 3', 'stockowner 1'], 'tendering': ['deal 1', 'earn 1', 'get 1', 'give 1', 'issue 1', 'offer 1', 'pay 2'], 'common': ['group 1', 'ordinary 1', 'regular 2', 'relative 1'], 'shares': ['stock 5'], 'outstanding': ['owe 1', 'own 1', 'pend 1', 'remaining 1', 'total 1', 'unclaimed 1'], 'deadline': ['cutoff 1', 'end 1', 'expiration date 1', 'final 1', 'finish 1', 'limit 2']}"
33,"Tara stood stock-still, waiting for the first tiny gleam from the scout craft to appear in the darkness of the wormhole.","The gentle constant breeze of recycled air from the vent above blew an annoying hair against her nose, but she ignored it.","{'stood': ['await 1', 'cock 1', 'erect 1', 'freeze 1', 'halt 1', 'locate 1', 'maintain position 1', 'mount 1', 'pause 1', 'poise 1', 'rank 1', 'remain 4', 'stay 4', 'stop 1', 'wait 1'], 'stock-still': ['emotionless 1', 'freeze 8', 'immobile 7', 'immobilize 1', 'inactive 1', 'inert 2', 'motionless 10', 'poise 1', 'silent 1', 'spellbound 1', 'stagnant 1', 'static 2', 'stationary 2', 'statue like 1', 'statuesque 1', 'steadfast 1', 'stiff 2', 'still 5', 'subdue 1', 'torpid 1', 'unmove 7'], 'waiting': ['abide 1', 'anticipate 6', 'anticipation 1', 'await 1', 'bide 1', 'delay 3', 'endure 1', 'expect 3', 'hesitate 1', 'hope 2', 'in anticipation 1', 'linger 2', 'look 3', 'pause 3', 'procrastinate 1', 'ready 1', 'search 1', 'secrecy 1', 'stall 1', 'stay 1', 'stop 1', 'vie 1', 'watch 5'], 'first': ['begin 3', 'earliest 3', 'headmost 1', 'initial 10', 'intial 1', 'intitial 1', 'key 1', 'one 1', 'original 2', 'preliminary 1', 'primary 3', 'start 1'], 'tiny': ['baby 1', 'bitty 1', 'diminutive 1', 'insignificant 2', 'little 12', 'microscopic 2', 'mini 2', 'miniscule 7', 'minuscule 5', 'minute 4', 'petite 1', 'slight 2', 'small 15', 'teensy weensy 1', 'teeny 6', 'tell 1', 'wee 1'], 'gleam': ['beam 3', 'brilliance 1', 'evidence 1', 'fire 1', 'flare 2', 'flash 4', 'flicker 3', 'glimmer 8', 'glint 3', 'glisten 1', 'glow 2', 'image 1', 'incandescence 1', 'light 8', 'luminescence 1', 'luminosity 1', 'luster 1', 'ray 1', 'shimmer 3', 'shine 6', 'sign 2', 'signal 1', 'spark 1', 'sparkle 3', 'trickle 1', 'twinkle 2'], 'scout': ['advance 2', 'adventurer 1', 'agent 1', 'exploration 1', 'exploratory 1', 'explorer 2', 'fast 1', 'hunting 1', 'lead 1', 'little 1', 'lookout 4', 'observation 1', 'patrol 1', 'pioneer 1', 'quick 1', 'reckon 1', 'reconnaisance 1', 'reconnaissance 2', 'recruiter 1', 'search 1', 'shuttle 1', 'spy 2', 'unarmed 1'], 'craft': ['Starship 1', 'bird 1', 'boat 2', 'conveyance 1', 'fighter 1', 'machine 1', 'plane 3', 'saucer 1', 'ship 16', 'shuttle 1', 'spacecraft 2', 'spaceship 1', 'transport 2', 'vehicle 9', 'vessel 10'], 'appear': ['arise 3', 'arrive 4', 'become visible 1', 'come 1', 'come into sight 1', 'come into view 1', 'come out 2', 'develop 2', 'emanate 1', 'emerge 10', 'flash 1', 'flicker 1', 'glimmer 1', 'happen 1', 'manifest 2', 'materialize 7', 'present 1', 'shine 1', 'show 7', 'show up 1', 'surface 4', 'transpire 1'], 'darkness': ['abyss 1', 'blackness 17', 'dark 3', 'depth 1', 'dimness 2', 'dusk 1', 'gloom 3', 'inkiness 1', 'murkiness 4', 'obscurity 2', 'one way 1', 'shade 1', 'shadow 3', 'twilight 1', 'void 2'], 'wormhole': ['abyss 1', 'aperture 1', 'black hole 1', 'bridge 1', 'depth 1', 'dimensional rift 1', 'ditch 1', 'door 1', 'friction 1', 'gap 1', 'gate 1', 'gateway 1', 'gutter 1', 'hole 1', 'hollow 1', 'ingress 1', 'opening 1', 'portal 4', 'singularity 1', 'strand 1', 'swirl 1', 'trench 1', 'void 1']}"
34,The Finnish government and major creditors of bankrupt shipyard Waertsilae Marine Industries Oy agreed in principle to form a new company to complete most of the troubled shipyard's backlog of 15 ships.,"The new company will attempt to limit the shipyard's losses, participants said.","{'Finnish': ['Finland 1'], 'government': ['authority 3', 'bureaucracy 1', 'federation 1', 'official 2', 'sovereignty 1', 'state 2'], 'major': ['big 1', 'huge 1', 'important 1', 'large 2', 'main 2', 'predominant 1', 'primary 1', 'significant 1', 'top 1'], 'creditors': ['credit issuer 1', 'financier 1', 'indebted entity 1', 'lender 5'], 'bankrupt': ['broke 2', 'debt 1', 'debt ridden 1', 'failure 1', 'indebted 1', 'insolvent 1'], 'shipyard': ['builder 1', 'dock 2', 'dockyard 1', 'factory 1', 'port 1', 'ship builder 1', 'ship work 1', 'work yard 1'], 'agreed': ['approve 1', 'communicate 1', 'concede 2', 'concur 1', 'decide 1', 'join 1', 'okay 1', 'pledge 1', 'promise 1', 'state 1', 'unite 1'], 'principle': ['capital 1', 'concept 1', 'idea 1', 'theory 3'], 'form': ['build 1', 'create 5', 'develop 1', 'establish 1', 'found 1', 'start 2'], 'new': ['different 2', 'fresh 4', 'premier 1', 'replacement 1'], 'company': ['buddiness 1', 'business 2', 'concern 1', 'corporation 2', 'firm 2', 'organization 2'], 'complete': ['carry out 1', 'finalize 1', 'finish 6'], 'most': ['a lot 1', 'lot 1', 'majority 1', 'much 2', 'predominant 1', 'the majority 2', 'the majority of 1'], 'troubled': ['afflict 1', 'flounder 1', 'pained 1', 'plague 1', 'problematic 2', 'struggling 1'], 'backlog': ['accumulation 1', 'back order 1', 'backorder 1', 'backup 1', 'deficit 1', 'pile up 1', 'reporting 1', 'stockpile 1', 'workload 1'], 'ships': ['boat 3', 'craft 1', 'cruiseliner 1', 'schooner 1', 'vessel 2', 'watercraft 1', 'yacht 1']}"
35,"The White House said President Bush has approved duty-free treatment for imports of certain types of watches that aren't produced in ""significant quantities"" in the U.S., the Virgin Islands and other U.S. possessions.",The action came in response to a petition filed by Timex Inc. for changes in the U.S. Generalized System of Preferences for imports from developing nations.,"{'said': ['announce 3', 'cite 1', 'declare 1', 'report 1', 'state 5'], 'approved': ['agree 1', 'agree to 1', 'allow 1', 'authorize 1', 'back 1', 'choose 1', 'endorse 2', 'give permission to 1', 'grant 1', 'legalize 1', 'make official 1', 'okay 1', 'permit 1', 'ratify 1', 'support 1'], 'duty': ['custom 1', 'excise 1', 'fee 1', 'import tax 1', 'surcharge 1', 'tariff 4', 'tax 5', 'trade fee 1'], 'free': ['absent 1', 'devoid 1', 'exempt 1', 'fee less 1', 'less 2', 'no charge 1', 'open 1', 'unrestricted 1', 'without 1'], 'treatment': ['administration 1', 'allowance 1', 'approach 1', 'channel 1', 'classification 1', 'consideration 1', 'control 1', 'dealing 1', 'handling 1', 'policy 1', 'regulation 1', 'special 1', 'status 2'], 'imports': ['good 1', 'import 1', 'import shipment 1', 'incoming 1', 'merchandise 1', 'non domestic 1', 'product enter us 1', 'trade 1', 'trading 1'], 'certain': ['different 1', 'express 1', 'particular 3', 'precise 1', 'some 1', 'special 1', 'specific 4'], 'types': ['class 1', 'kind 5', 'sort 1', 'style 1', 'variation 1', 'variety 3'], 'watches': ['clock 1', 'jewelry 1', 'time piece 2', 'timepiece 4', 'wristwatch 1'], 'produced': ['assemble 1', 'craft 1', 'create 1', 'make 5', 'manufacture 4'], 'significant': ['great 2', 'heavy 1', 'huge 1', 'indicative 1', 'large 4', 'major 1', 'momentous 1', 'notable 1', 'rich 1', 'substantial 2'], 'quantities': ['amount 5', 'bulk 1', 'figure 1', 'number 3', 'volume 3'], 'other': ['assorted 1', 'different 4', 'more 1', 'various 2'], 'possessions': ['district 1', 'good 1', 'holding 1', 'property 1', 'province 1', 'territory 5']}"
36,Tony Lama Co. said that Equus Investment II Limited Partnership has proposed changing the offer for the company to $13.65 in cash and stock from an all-cash transaction.,"Under terms of the new proposal, Equus, managed by Equus Capital Corp., Houston, would pay $12 cash and one new preferred share with a liquidation preference of $1.65 a share for each of Tony Lama's 2.1 million shares outstanding.","{'said': ['announce 2', 'declare 2', 'mention 1', 'note 1', 'report 1', 'state 4'], 'proposed': ['offer 1', 'submit 1', 'suggest 6'], 'changing': ['adapt 1', 'adjust 1', 'alter 5', 'moderate 1', 'modify 2', 'revise 1', 'switch 3'], 'offer': ['bid 4', 'deal 2', 'proposal 2', 'propose amount 1'], 'company': ['business 4', 'concern 1', 'corporation 1', 'firm 2', 'organization 1'], 'cash': ['capital 1', 'currency 1', 'dollar 1', 'monetary 1', 'money 4'], 'stock': ['company share 1', 'share 6', 'stake 1', 'trading unit 1'], 'all': ['completely 1', 'entirely 1', 'exclusively 1', 'fully 1', 'only 1', 'total 1', 'totally 1', 'wholly 2'], 'transaction': ['action 2', 'arrangement 1', 'deal 3', 'exchange 2', 'execute 1', 'negotiation 1', 'offering 1', 'proceeding 1', 'process 1', 'trade 1']}"
37,"Travelers Corp. 's third-quarter net income rose 11%, even though claims stemming from Hurricane Hugo reduced results $40 million.","Net advanced to $94.2 million, or 89 cents a share, from $85 million, or 83 cents a share, including net realized investment gains of $31 million, up from $10 million a year ago.","{'third-quarter': ['late 1', 'trimester 1'], 'net': ['actual 1', 'after deduction 1', 'after tax 1', 'clear 1', 'discretionary 1', 'final 1', 'gross 1', 'profit 1', 'take home 1', 'total 1', 'undeductible 1'], 'income': ['earning 3', 'gain 2', 'harvest 1', 'profit 3', 'return 1', 'revenue 2'], 'rose': ['climb 1', 'grow 1', 'improve 1', 'increase 6', 'rise 1', 'soar 1'], 'even': ['despite 1', 'still 1'], 'claims': ['accusation 1', 'appeal 1', 'assertion 2', 'damage 1', 'demand 1', 'petition 1', 'request 1', 'requisition 1', 'use 1'], 'stemming': ['arise 1', 'cause 1', 'come 3', 'derive 1', 'develop 1', 'issue 1', 'originate 1', 'result 1'], 'reduced': ['curtail 1', 'decrease 4', 'diminished 1', 'drop 1', 'fall 1', 'lower 1', 'shrink 1', 'slash 1'], 'results': ['amount 1', 'capital 1', 'earning 2', 'earning by 1', 'factor 1', 'proceed 1', 'return 1', 'the end to 1', 'total 1']}"
38,"Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.","Upjohn officials said they couldn't estimate the size of the charge until they determine which employees, and how many, will participate in the retirement plan.","{'said': ['announce 2', 'declare 1', 'explain 1', 'imply 2', 'say 1', 'state 3'], 'offer': ['avail 1', 'deal 1', 'distribute 1', 'give 1', 'proffer 1', 'promise 1', 'propose 1', 'provide 2', 'suggest 1'], 'early': ['premature 5', 'sooner 1'], 'retirement': ['IRA 1', 'job retirement 1', 'leave 3', 'pension 2', 'quit 1', 'retire 1'], 'package': ['agreement 1', 'deal 3', 'offering 2', 'plan 2', 'provision 2'], 'as': ['even 1', 'highly 1', 'up to 1'], 'many': ['large a number 1', 'much 2', 'numerous 1'], 'employees': ['laborer 1', 'people 1', 'personnel 1', 'staff 3', 'worker 6'], 'cost': ['expenditure 2', 'expense 3', 'money 1', 'outlay 1', 'overhead 1', 'price 1'], 'cutting': ['decrease 1', 'lower 1', 'reduce 1', 'reduction 1', 'slash 3', 'slice 2', 'trim 3'], 'move': ['action 4', 'decision 2', 'effort 1', 'measure 1', 'motion 2', 'step 1'], 'expected': ['anticipate 2', 'believe 1', 'forecast 1', 'go 1', 'predict 3', 'suppose 1'], 'result': ['arise 1', 'end 4', 'follow 1', 'proceed 1', 'produce 1'], 'fourth': ['final 1', 'last 3'], 'quarter': ['3 month period 1', 'period 1', 'sector 1', 'semester 1', 'term 1'], 'charge': ['charge off 1', 'cost 1', 'debit 1', 'deficit 1', 'expense 1', 'tariff 1']}"
